,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,sr2,buzz2,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Player ID + Player Name,Id,Position,,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,City Name,City Name2,City Name3,RylandID
morris4700rba,49.95,Alfred Morris,4700,NYG,@SEA,,,2.53,3.8,1.3,-2.9,0.5,0.5,17,5.43,-19,0.31,0,0,3,0,0.64,1,13,18.8,29.8,0.8,11,48.5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,36,5.2,0,0.619,0.14,0,0,51,0.79,0.09,3.9,200,0.54,0.3,66,0.33,0.33,30,3.9,-0.8,200,0.54,0.3,25,0.12,0.12,80,RB,1420, ,,0,0.237,0.173,7,0,0,1,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,morris,alfred morris,a,morris4700rba,,,RB,,,,,,,,,,,,,,,,,
murray5800rbl,75.55,Latavius Murray,5800,NO,@ATL,,,8.57,12.2,5,0.39,1.5,3,2.7,8.18,-8,0.56,0.56,1.1,1,0,0.97,-4.1,25,24.3,21.8,-1,-2.5,46,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,48,4.5,0.3,0.621,2.13,0.93,0.27,0,0,0,11.4,800,0.83,0.39,100,0.25,0,40,7.6,0.6,700,0.6,0.3,89,0.15,0.1,19,RB,1420,56%,1.1,0.167,0.374,0.384,10,1,1,13,10,9.2,0,8.2,0.107,0.643,0,0,0,0,0,0,0,0,0,0,0,0,0,murray,latavius murray,l,murray5800rbl,,,RB,,,,,,,,,,,,,,,,,
murray8700qbk,91.75,Kyler Murray,8700,ARI,LA,,,21.28,31.9,10.7,2.75,2.4,10.5,17.42,18.53,-4,0.45,0.63,4.2,2,0,0.92,-4.1,67,23.3,25.8,-0.5,2.5,49,46,22,33,244,67,7.3,6.48,1.7,39,16.3,66.1,11.6,5.2,3,4.9,7,19,49,6.3,0.7,0.546,6.07,3.13,1.8,0,0,0,23.6,100,0.54,0.34,80,0.6,0.2,50,23.7,5.8,1000,0.55,0.35,93,0.62,0.06,16,QB,1420,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,murray,kyler murray,k,murray8700qbk,,,QB,,,,,,,,,,,,,,,,,
new england3700,37.47,New England,3700,NE,@LAC,,,6.2,13,-0.6,1.49,1.7,3,31,4.71,-3,0.51,0,0,1,0,0.42,0,0,22.3,24.8,-1.5,2.5,47,51,0,0,0,0,0,0,0,0,0,0,0,0,3.72,4.81,0,0,0,0,0,0,0,0,0,0,0,0,3.3,-1200,0,0,75,0.25,0.25,40,6.2,-1.7,-900,0,0,88,0.35,0.11,17,DEF,1420,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.5492,0.5083,0.0194,0.041,7.88,9.07,4.93,2.67,0.2059,england,new england,n,new england3700,,,D,,,,,,,,,,,,,,,,,
new orleans4800,37.51,New Orleans,4800,NO,@ATL,,,6.8,14,-0.4,-1.45,1.4,6.5,6,8.25,-1,0.64,0,0,1,0,0.53,-0.1,0,24.3,21.8,-1,-2.5,46,49,0,0,0,0,0,0,0,0,0,0,0,0,3.14,8.64,0,0,0,0,0,0,0,0,0,0,0,0,15,1000,0,0,100,1,0,40,7.3,-0.1,700,0,0,90,0.45,0.1,20,DEF,1420,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0.4813,0.4,0.0189,0.0459,7.11,8.5,4.29,3.5,0.2437,orleans,new orleans,n,new orleans4800,,,D,,,,,,,,,,,,,,,,,
newton7500qbc,87.05,Cam Newton,7500,NE,@LAC,,,18.2,29.8,6.6,2.02,2.4,3,23.56,16.18,-1,0.68,0.82,2.9,2,0,0.49,1.3,62,22.3,24.8,-1.5,2.5,47,51,17,26,198,66,7.5,5.59,0.4,29,28.6,61.7,6.4,1.5,3.5,6.5,9,14,38,4.2,0.9,0.554,3.93,2.2,1.33,0,0,0,18.2,-500,0.49,0.28,80,0.6,0.2,50,19.3,20,100,0.51,0.31,58,0.41,0.11,17,QB,1420,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,newton,cam newton,c,newton7500qbc,,,QB,,,,,,,,,,,,,,,,,
njoku4700ted,59.7,David Njoku,4700,CLE,@TEN,,,2.58,3.9,1.2,-1.66,0.5,0.5,1,4.24,-21,0.18,0,0,2,0,0.05,2.5,24,25,29,1,4,54,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.13,0.13,51,0.7,0.01,0,-100,0,0,0,0,0,30,30,-0.2,300,1.77,0.13,13,0.13,0.46,15,TE,1420,,,0,0,0,0,1,0,10,8,11.8,0.2,0.7,0.667,0,0.065,0.143,0.05,0,0,0,0,0,0,0,0,0,0,njoku,david njoku,d,njoku4700ted,,,TE,,,,,,,,,,,,,,,,,
ny giants3400,23.33,NY Giants,3400,NYG,@SEA,,,4.7,9.9,-0.5,0.95,1.4,0.5,13,3.75,-1,0.64,0,0,1,0,0.53,0.2,0,18.8,29.8,0.8,11,48.5,43,0,0,0,0,0,0,0,0,0,0,0,0,1.61,6.61,0,0,0,0,0,0,0,0,0,51,0.79,0.09,9.7,-700,0,0,100,0.66,0,30,5.9,0.9,0,0,0,81,0.56,0.18,16,DEF,1420,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.5286,0.4323,0.0096,0.0434,7.31,8.87,3.93,2.42,0.2481,giants,ny giants,n,ny giants3400,,,D,,,,,,,,,,,,,,,,,
ny jets3300,22.54,NY Jets,3300,NYJ,LV,,,4.5,9.7,-0.7,1.07,1.4,3,5,3.43,-13,0.07,0,0,1,0,0.53,-2.2,0,20.3,27.8,0,7.5,48,39,0,0,0,0,0,0,0,0,0,0,0,0,2.2,4.76,0,0,0,0,0,0,0,0,0,38,0.55,0.02,8.5,0,0,0,66,0.66,0,30,6.5,1.9,-600,0,0,87,0.68,0.06,16,DEF,1420,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0.5403,0.4492,0.0125,0.0423,7.56,11.07,5.54,3.27,0.1627,jets,ny jets,n,ny jets3300,,,D,,,,,,,,,,,,,,,,,
o'shaughnessy4100tej,70.75,J. O'Shaughnessy,4100,JAX,@MIN,,,2.49,3.9,1.1,-0.34,0.6,0.5,6.1,2.83,-20,0.2,0,0,1,0,0.35,1.8,32,20.3,30.8,0.5,10.5,51,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,2.1,0,0.88,0.08,50,0,0,40,3.3,0.4,100,1.32,0.1,63,0,0.09,11,TE,1420,,,0,0,0,0,2,1,17,10,9.6,0,0,0,0,0.07,0,0.067,0,0,0,0,0,0,0,0,0,0,o'shaughnessy,j. o'shaughnessy,j,o'shaughnessy4100tej,52276-62508:James O'Shaughnessy,52276-62508,TE,,j,James O'Shaughnessy,o'shaughnessy,2.945454684,11,4100,TEN@JAC,JAC,TEN,,,,ryland,ryland,james,o'shaughnessy4100tej
parker6800wrd,81,DeVante Parker,6800,MIA,CIN,,,10.75,14.8,6.7,1.32,1.6,10.5,5.5,9.43,-7,0.66,0.92,4.9,5,0,0.91,4,53,26.8,16.3,0,-10.5,43,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.4,0.27,81,0.67,0.02,11.1,500,1.2,0.19,75,0.5,0.25,40,11.6,2.6,100,1.53,0.22,87,0.43,0.12,16,WR,1420,,,0,0,0,0,7,4,66,22,13.9,0.5,11.1,0.417,0,0.221,0.28,0.261,0,0,0,0,0,0,0,0,0,0,parker,devante parker,d,parker6800wrd,,,WR,,,,,,,,,,,,,,,,,
pascal4800wrz,81,Zach Pascal,4800,IND,@HOU,,,6.49,9.3,3.7,1.62,1.4,0.5,1.6,4.87,-11,0.58,0,0,1,0,0.58,2.4,51,26.8,23.3,-1,-3.5,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.33,0.27,0,0,0,5.7,-400,1.26,0.12,80,0,0.2,50,6.1,-0.4,-600,1.04,0.12,66,0.11,0.33,18,WR,1420,,,0,0,0,0,4,2,36,19,12.6,0.2,5.2,0.214,0,0.146,0.167,0.147,0,0,0,0,0,0,0,0,0,0,pascal,zach pascal,z,pascal4800wrz,,,WR,,,,,,,,,,,,,,,,,
patterson5500wrc,56.15,C. Patterson,5500,CHI,DET,,,5.04,6.9,3.2,-1.43,0.9,0.5,12.8,6.47,-28,0.32,0,0,0,0,0.03,1.5,13,23.5,20.5,-1.3,-3,44,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.21,0,36,0.77,0.09,7.7,800,1,0.45,75,0.5,0.25,40,3.6,-0.7,500,0.69,0.28,76,0.11,0.23,17,WR,1420,,,0,0,0,0,1,1,9,6,6.4,0,2.2,0,0,0.047,0,0.04,0,0,0,0,0,0,0,0,0,0,patterson,c. patterson,c,patterson5500wrc,52276-30733:Cordarrelle Patterson,52276-30733,WR,,c,Cordarrelle Patterson,patterson,4.441666603,12,5500,HOU@CHI,CHI,HOU,,,,ryland,ryland,cordarrelle,patterson5500wrc
peoples-jones4600wrd,67.05,D. Peoples-Jones,4600,CLE,@TEN,,,4.66,6.8,2.5,0.24,1,0.5,16.2,4.42,-26,0.35,0,0,2,0,0.16,2,15,25,29,1,4,54,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0.7,0.01,2.6,-600,3.88,0.24,0,0,0.33,30,7.9,0,100,10.47,0.52,9,0.09,0.09,11,WR,1420,,,0,0,0,0,0,0,9,4,14.4,0.1,0,0,0,0.029,0.077,0.043,0,0,0,0,0,0,0,0,0,0,peoples-jones,d. peoples-jones,d,peoples-jones4600wrd,,,WR,,,,,,,,,,,,,,,,,
perine4600rbs,54.2,Samaje Perine,4600,CIN,@MIA,,,2.8,3.8,1.8,-2.38,0.6,0.5,0.7,5.18,-19,0.31,0,0,0,0,0.7,-1,12,16.3,26.8,0.5,10.5,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,4.1,0.1,0.414,0.58,0.25,0.25,81,0.67,0.02,3.1,-100,0.58,0.17,66,0,0.33,30,4.1,-0.6,100,1.04,0.34,27,0.09,0.18,11,RB,1420, ,,0.111,0.145,0.177,3,0,0,1,1,3.2,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,perine,samaje perine,s,perine4600rbs,,,RB,,,,,,,,,,,,,,,,,
perriman5900wrb,88.2,Breshad Perriman,5900,NYJ,LV,,,9.68,13.7,5.7,2.3,1.6,3,2.7,7.38,-3,0.75,1,3.3,5,0,0.02,0.8,54,20.3,27.8,0,7.5,48,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.07,0,38,0.55,0.02,15.6,900,2.47,0.3,100,1,0,30,12.6,3.9,100,2,0.23,58,0.41,0.17,17,WR,1420,,,0,0,0,0,6,3,70,29,18.4,0.7,14,0.5,0,0.188,0.444,0.272,0,0,0,0,0,0,0,0,0,0,perriman,breshad perriman,b,perriman5900wrb,,,WR,,,,,,,,,,,,,,,,,
peterson5600rba,76.1,Adrian Peterson,5600,DET,@CHI,,,8.14,11.6,4.7,0.46,1.5,0.5,17.7,7.68,2,0.9,0,0,1,0,0.64,-2,23,20.5,23.5,0.2,3,44,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,46,3.8,0.5,0.448,2.13,1.13,0.63,36,0.77,0.09,7.2,300,0.7,0.45,75,0.25,0.25,40,8.7,1.1,500,0.63,0.38,86,0.46,0.13,15,RB,1420, ,,0.538,0.481,0.357,12,1,1,8,5,7.2,0,4.5,0.212,0.424,0,0,0,0,0,0,0,0,0,0,0,0,0,peterson,adrian peterson,a,peterson5600rba,,,RB,,,,,,,,,,,,,,,,,
philadelphia3400,24.27,Philadelphia,3400,PHI,@GB,,,4.7,10,-0.6,0.95,1.4,0.5,7,3.75,1,0.78,0,0,1,0,0.62,0.5,0,21,29,1.7,8,50,39,0,0,0,0,0,0,0,0,0,0,0,0,0.79,8.66,0,0,0,0,0,0,0,0,0,32,0.67,0,3.8,-1200,0,0,100,0.25,0,40,5.8,-1.8,-1100,0,0,84,0.42,0.15,19,DEF,1420,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.4764,0.4376,0.0044,0.0418,7.08,9.07,5.85,4.64,0.1912,philadelphia,philadelphia,p,philadelphia3400,,,D,,,,,,,,,,,,,,,,,
pittman5600wrm,93.3,Michael Pittman,5600,IND,@HOU,,,9.82,13.6,6,3.12,1.8,6.5,7.1,6.7,-5,0.7,0.91,7.3,3,0,0.82,2.4,54,26.8,23.3,-1,-3.5,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.09,0,0,0,0,11.4,600,1.63,0.19,100,0.6,0,50,7.2,1.2,400,1.4,0.13,61,0.23,0.15,13,WR,1420,,,0,0,0,0,5,3,41,19,12.7,0.1,0,0,0,0.142,0.083,0.151,0,0,0,0,0,0,0,0,0,0,pittman,michael pittman,m,pittman5600wrm,,,WR,,,,,,,,,,,,,,,,,
pruitt4000tem,67.7,MyCole Pruitt,4000,TEN,CLE,,,2.08,3.1,1.1,-0.52,0.5,0.5,14.7,2.6,-27,0.08,0,0,1,0,0.73,0.7,23,29,25,1,-4,54,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.19,0.19,51,0.7,0.01,0,0,0,0,0,0,0,40,30,0,-100,3.32,0.13,47,0.1,0.1,19,TE,1420,,,0,0,0,0,0,0,8,7,10.9,0.2,14,0.667,0,0.031,0.091,0.033,0,0,0,0,0,0,0,0,0,0,pruitt,mycole pruitt,m,pruitt4000tem,,,TE,,,,,,,,,,,,,,,,,
reagor5500wrj,79.2,Jalen Reagor,5500,PHI,@GB,,,7.78,11.1,4.5,1.31,1.4,0.5,11,6.47,0,0.84,1,0.2,2,0,0.71,0.5,51,21,29,1.7,8,50,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.09,0.09,32,0.67,0,5.5,-100,0.87,0.1,66,0,0.33,30,6.6,0.3,500,1.17,0.13,50,0.08,0.08,12,WR,1420,,,0,0,0,0,5,3,37,20,11.7,0.2,0,0.2,0,0.149,0.125,0.17,0,0,0,0,0,0,0,0,0,0,reagor,jalen reagor,j,reagor5500wrj,52276-94625:Jalen Reagor,52276-94625,WR,,j,Jalen Reagor,reagor,6.412499905,8,5500,NO@PHI,PHI,NO,,,,ryland,ryland,jalen,reagor5500wrj
renfrow5400wrh,79.05,Hunter Renfrow,5400,LV,@NYJ,,,7.61,10.8,4.5,1.37,1.4,0.5,6.7,6.24,-1,0.81,1,0.2,1,0,0.67,3.2,34,27.8,20.3,0,-7.5,48,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.27,0.27,38,0.55,0.02,6.6,300,1.66,0.21,100,0.25,0,40,7.9,2.8,200,1.54,0.23,81,0.31,0.18,16,WR,1420,,,0,0,0,0,5,3,55,28,14.1,0.3,11.6,0.273,0,0.165,0.19,0.214,0,0,0,0,0,0,0,0,0,0,renfrow,hunter renfrow,h,renfrow5400wrh,,,WR,,,,,,,,,,,,,,,,,
reynolds5500wrj,88.3,Josh Reynolds,5500,LA,@ARI,,,8.79,12.4,5.2,2.32,1.6,3,2.6,6.47,-8,0.63,1,0.9,2,0,0.58,2.3,48,25.8,23.3,1,-2.5,49,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.2,0.2,0,0,0,8.2,500,1.12,0.14,100,0.33,0,30,60,0.5,700,1.26,0.12,86,0.2,0.13,15,WR,1420,,,0,0,0,0,4,2,37,18,13.2,0.1,4.9,0.2,0,0.123,0.08,0.131,0,0,0,0,0,0,0,0,0,0,reynolds,josh reynolds,j,reynolds5500wrj,,,WR,,,,,,,,,,,,,,,,,
richard4500rbj,76,Jalen Richard,4500,LV,@NYJ,,,5.58,7.5,3.7,0.65,1.2,0.5,2.2,4.93,-9,0.53,1,0.2,4,0,0.87,-0.9,15,27.8,20.3,0,-7.5,48,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,5.1,0.1,0.533,0.6,0.07,0,38,0.55,0.02,2.7,0,2.7,0.45,25,0,0,40,4.3,-1.2,-300,0.98,0.29,80,0.06,0,15,RB,1420,100%,0.2,0.067,0.092,0.233,2,2,1,14,11,8.6,0,9.6,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,richard,jalen richard,j,richard4500rbj,,,RB,,,,,,,,,,,,,,,,,
ridley8400wrc,67.9,Calvin Ridley,8400,ATL,NO,,,12.75,17.7,7.8,-0.33,1.5,10.5,13.3,13.08,-1,0.81,1,0.7,4,0,0.63,0.9,52,21.8,24.3,-0.5,2.5,46,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0.67,0.47,0,0,0,12.8,400,1.42,0.24,66,0,0,30,16.8,3.1,1800,1.97,0.32,56,0.18,0.06,16,WR,1420,,,0,0,0,0,8,5,79,25,14.8,0.7,15.2,0.368,0,0.222,0.5,0.273,0,0,0,0,0,0,0,0,0,0,ridley,calvin ridley,c,ridley8400wrc,,,WR,,,,,,,,,,,,,,,,,
rivers7000qbp,91.3,Philip Rivers,7000,IND,@HOU,,,17.94,29.7,6.2,2.74,2.6,3,19.2,15.2,-4,0.45,1,1.6,1,0,0.92,3.8,65,26.8,23.3,-1,-3.5,50,58,24,35,277,67,7.7,7.14,1.5,39,28.1,48.4,19.7,4.3,2.6,3.3,1,0,0,0.1,0,0.133,5.73,2.13,0.8,0,0,0,16.4,100,0.4,0.24,100,0.8,0,50,15.7,0.3,-200,0.41,0.24,100,0.44,0,18,QB,1420,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rivers,philip rivers,p,rivers7000qbp,52276-7968:Philip Rivers,52276-7968,QB,,p,Philip Rivers,rivers,16.08500036,12,7000,IND@LV,IND,LV,Q,Toe,,ryland,ryland,philip,rivers7000qbp
robinson6900wra,95.95,Allen Robinson,6900,CHI,DET,,,13.08,17.8,8.3,3.42,1.9,18.5,10.5,9.66,-4,0.73,1,6.7,7,0,0.95,1.5,60,23.5,20.5,-1.3,-3,44,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0.5,0.29,36,0.77,0.09,14.1,0,1.36,0.24,100,0.33,0,30,13.6,2.7,-300,1.29,0.23,80,0.33,0.2,15,WR,1420,,,0,0,0,0,10,6,77,25,11.6,0.4,6.4,0.167,0,0.265,0.25,0.32,0,0,0,0,0,0,0,0,0,0,robinson,allen robinson,a,robinson6900wra,,,WR,,,,,,,,,,,,,,,,,
robinson7800rbj,93,James Robinson,7800,JAX,@MIN,,,16.3,21,11.6,3.14,2.1,23,19.8,13.16,-1,0.8,1,5.1,11,0,0.87,-1.4,45,20.3,30.8,0.5,10.5,51,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,80,4.6,0.5,0.521,2.91,1.09,0.36,0,0,0,15.7,500,0.62,0.31,100,0.25,0,40,17.6,7.8,3300,0.8,0.39,100,0.66,0,12,RB,1420,100%,5.1,0.75,0.8,0.704,17,4,3,25,12,7.8,0.2,0,0.214,0.643,0,0,0,0,0,0,0,0,0,0,0,0,0,robinson,james robinson,j,robinson7800rbj,,,RB,,,,,,,,,,,,,,,,,
rodgers5200ter,28.75,Richard Rodgers,5200,PHI,@GB,,,2.12,3.2,1,-3.28,0.4,0.5,0,5.4,-26,0.09,0,0,3,0,0.17,-0.4,23,21,29,1.7,8,50,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,32,0.67,0,10.9,300,2.51,0.52,100,1,0,30,7.3,2.3,1200,2.83,0.32,66,0.33,0,12,TE,1420,,,0,0,0,0,2,2,28,15,14.4,0.2,0,0.25,0,0.071,0.111,0.123,0,0,0,0,0,0,0,0,0,0,rodgers,richard rodgers,r,rodgers5200ter,,,TE,,,,,,,,,,,,,,,,,
rodgers8500qba,92.9,Aaron Rodgers,8500,GB,PHI,,,20.98,33.5,8.5,2.84,2.5,14.5,23.5,18.14,-1,0.68,1,10,1,0,0.49,0.5,67,29,21,0.7,-8,50,61,23,35,269,64,7.5,7.99,2.5,42,21.8,54.6,18.8,7.1,1.1,3.6,2,7,8,4,0.1,0.438,5.47,2.47,1.67,32,0.67,0,24.9,100,0.67,0.39,100,0.66,0,30,21.1,3.3,900,0.54,0.31,80,0.52,0.19,21,QB,1420,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rodgers,aaron rodgers,a,rodgers8500qba,,,QB,,,,,,,,,,,,,,,,,
rudolph5000tek,90.65,Kyle Rudolph,5000,MIN,JAX,,,7,9.8,4.2,2.06,1.4,3,0,4.94,0,0.88,1,4.4,4,0,0.35,-0.1,41,30.8,20.3,1,-10.5,51,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.2,0.07,0,0,0,6.6,600,1.32,0.13,100,0.5,0,40,4.6,0.1,-200,1.63,0.11,71,0.33,0.19,21,TE,1420,,,0,0,0,0,2,2,26,13,11.8,0.1,6.3,0.2,0,0.103,0.038,0.115,0,0,0,0,0,0,0,0,0,0,rudolph,kyle rudolph,k,rudolph5000tek,,,TE,,,,,,,,,,,,,,,,,
ruggs5400wrh,76.5,Henry Ruggs,5400,LV,@NYJ,,,7.29,10.7,3.9,1.05,1.4,0.5,13.9,6.24,-2,0.78,0.8,0.9,1,0,0.75,3.2,44,27.8,20.3,0,-7.5,48,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.18,0.09,38,0.55,0.02,3.7,-300,0.92,0.09,50,0,0.5,40,5.5,-0.8,300,1.31,0.13,45,0.09,0.36,11,WR,1420,,,0,0,0,0,3,1,34,24,18.4,0.1,0,0,0,0.118,0.067,0.149,0,0,0,0,0,0,0,0,0,0,ruggs,henry ruggs,h,ruggs5400wrh,52276-90537:Henry Ruggs III,52276-90537,WR,,h,Henry Ruggs III,ruggs,6.379999924,10,5400,IND@LV,LV,IND,,,,ryland,ryland,henry,ruggs5400wrh
ryan7400qbm,82.5,Matt Ryan,7400,ATL,NO,,,17.46,29,5.9,1.48,2.4,6.5,12.92,15.98,-8,0.22,0.67,0.8,1,0,0.4,-3.1,72,21.8,24.3,-0.5,2.5,46,51,25,39,292,64,7.4,6.64,1.5,39,15.8,62.6,18,3.8,1.8,6,2,4,7,3.3,0.1,0.343,7.47,2.6,1.27,0,0,0,15.2,-200,0.36,0.23,66,0.33,0.33,30,17.8,1.1,-400,0.4,0.25,87,0.5,0.12,16,QB,1420,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ryan,matt ryan,m,ryan7400qbm,,,QB,,,,,,,,,,,,,,,,,
sample4500ted,76.35,Drew Sample,4500,CIN,@MIA,,,4.05,5.9,2.2,0.28,0.9,0.5,8.4,3.77,-9,0.48,1,0.6,0,0,0.35,-1,55,16.3,26.8,0.5,10.5,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.19,0.06,81,0.67,0.02,3.1,100,0.84,0.06,100,0,0,30,40,-0.2,300,1.2,0.07,46,0.2,0.06,15,TE,1420,,,0,0,0,0,3,2,22,10,9.7,0,0,0,0,0.086,0,0.088,0,0,0,0,0,0,0,0,0,0,sample,drew sample,d,sample4500ted,,,TE,,,,,,,,,,,,,,,,,
sanders5300wre,67.95,Emmanuel Sanders,5300,NO,@ATL,,,6.22,8.7,3.7,0.21,1.2,0.5,6.4,6.01,-19,0.45,0,0,3,0,0.86,3.8,43,24.3,21.8,-1,-2.5,46,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.4,0.13,0,0,0,5.6,-800,1.86,0.2,50,0,0.5,40,7.9,0.3,-100,1.22,0.18,55,0.2,0.35,20,WR,1420,,,0,0,0,0,5,3,51,22,13.1,0.3,90,0.273,0,0.184,0.19,0.208,0,0,0,0,0,0,0,0,0,0,sanders,emmanuel sanders,e,sanders5300wre,52276-11505:Emmanuel Sanders,52276-11505,WR,,e,Emmanuel Sanders,sanders,8.409999847,10,5300,NO@PHI,NO,PHI,,,,ryland,ryland,emmanuel,sanders5300wre
sanders7200rbm,73.2,Miles Sanders,7200,PHI,@GB,,,11.43,15.2,7.6,-0.24,1.6,3,3.1,11.67,1,0.87,0.91,3.6,7,0,0.87,2.4,47,21,29,1.7,8,50,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,74,5.3,0.4,0.497,2,1,0.67,32,0.67,0,8.4,-500,0.51,0.19,33,0,0.66,30,13.3,1.1,400,0.69,0.28,50,0.22,0.33,18,RB,1420,91%,3.6,0.333,0.585,0.655,14,5,3,22,12,7.4,0.1,6.4,0.16,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,sanders,miles sanders,m,sanders7200rbm,,,RB,,,,,,,,,,,,,,,,,
