,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,CAY,IAY,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,rec_TAY,rec_TAY%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,City Name,City Name2,City Name3,RylandID
adams8100wrd,72.81,Davante Adams,8100,LV,@JAX,,,14.86,20.5,9.2,0.26,1.8,11.5,14.6,1,0.82,0,0,6,0,0.5,-0.6,58,25,22.5,0,-2.5,47.5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,1.06,0.69,76,0.88,0.12,16.5,0,2.25,0.31,75,0.5,0.25,40,16.4,0.7,2100,1.57,0.28,57,0.33,0.28,21,WR,11/2/2022,0,0,0,0,10,6,82,26,12.1,0.8,0,0.333,0,0.296,0.419,0.313,48.9,33.5,0,0,0,0,0,0,0,0,0,0,adams,davante adams,d,adams8100wrd,82608-45889,WR,d,Davante Adams,adams,14.29999978,7,8100,LV@JAC,LV,JAC,,,,,,WR/FLEX,ryland,ryland,davante,adams8100wrd
agholor5200wrn,38.49,Nelson Agholor,5200,NE,IND,,,3.09,4.6,1.6,-4.89,0.6,0.2,7.98,3,0.87,0,0,2,0,0.04,-2.7,35,22.8,17.3,2.3,-5.5,40,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,70,0.76,0,0.7,-300,0.7,0.08,0,0,0.25,40,6.4,-0.6,-800,2.05,0.18,43,0.17,0.26,23,WR,11/2/2022,0,0,0,0,3,2,26,13,12.2,0.1,0,0.333,0,0.115,0.118,0.121,18.1,16.2,0,0,0,0,0,0,0,0,0,0,agholor,nelson agholor,n,agholor5200wrn,82608-29683,WR,n,Nelson Agholor,agholor,4.600000109,7,5200,IND@NE,NE,IND,,,,,,WR/FLEX,ryland,ryland,nelson,agholor5200wrn
aliecox4600tem,53.59,Mo Alie-Cox,4600,IND,@NE,,,2.12,3.2,1,-3.18,0.5,0.1,5.3,-4,0.63,0,0,1,0,0.16,0.1,35,17.3,22.8,-3.2,5.5,40,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.31,0.19,70,0.76,0,0,-200,0,0,0,0,0,30,3.8,-1,-1400,1.75,0.11,42,0.04,0.14,21,TE,11/2/2022,0,0,0,0,2,1,15,9,11.8,0.1,0,0.25,0,0.068,0.105,0.069,8.9,7.1,0,0,0,0,0,0,0,0,0,0,aliecox,mo alie-cox,m,aliecox4600tem,82608-24533,TE,m,Mo Alie-Cox,aliecox,5.183333397,6,4600,IND@NE,IND,NE,,,,,,TE/FLEX,ryland,ryland,mo,aliecox4600tem
allen9300qbj,78.54,Josh Allen,9300,BUF,@NYJ,,,26.12,37,15.3,2.81,2.8,19.6,23.31,0,0.5,0,0,2,0,0.77,-5.2,65,28.8,17.3,1.5,-11.5,46,59,23,37,272,63,7.3,6.63,2.2,37,164.1,326.5,10.2,47,8.6,5.9,3,4.4,7,18,47,6.5,0.3,0.659,9,4.06,2.47,72,0.72,0.04,27.4,300,0.67,0.46,100,0.66,0,30,26.3,4.1,3300,0.57,0.4,85,0.74,0.03,27,QB,11/2/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,allen,josh allen,j,allen9300qbj,82608-62239,QB,j,Josh Allen,allen,28.07428632,7,9300,BUF@NYJ,BUF,NYJ,,,,,,QB,ryland,ryland,josh,allen9300qbj
allgeier6400rbt,63.61,Tyler Allgeier,6400,ATL,LAC,,,6.26,8.3,4.2,-3.91,1,0.8,10.17,0,0.81,0,0,2,0,0.16,-0.1,29,23.3,26.3,3.3,3,49.5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,46,3.9,0.1,0.429,2.13,0.88,0.38,0,0,0,9.2,700,0.6,0.26,100,0.5,0,40,6.6,-0.3,400,0.52,0.23,80,0.3,0.1,10,RB,11/2/2022,0.143,0.305,0.499,12,0,0,10,7,14.2,0.1,0,0.059,0.412,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,allgeier,tyler allgeier,t,allgeier6400rbt,82608-90428,RB,t,Tyler Allgeier,allgeier,7.714285714,7,6400,LAC@ATL,ATL,LAC,,,,,,RB/FLEX,ryland,ryland,tyler,allgeier6400rbt
anderson5100wrr,37.92,Robbie Anderson,5100,ARI,SEA,,,2.61,4.1,1.1,-5.15,0.5,0.1,7.76,6,0.91,0,0,1,0,0.61,-2.6,48,25.5,23.5,-2.3,-2,49,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.22,0.11,0,0,0,3.7,-400,1.64,0.16,20,0,0,50,6.9,-1.3,-900,1.27,0.14,40,0.18,0.27,22,WR,11/2/2022,0,0,0,0,5,2,30,16,10.9,0.2,0,0.429,0,0.167,0.267,0.153,23.3,25.7,0,0,0,0,0,0,0,0,0,0,anderson,robbie anderson,r,anderson5100wrr,82608-26251,WR,r,Robbie Anderson,anderson,4.442857197,7,5100,SEA@ARI,ARI,SEA,,,,,,WR/FLEX,ryland,ryland,robbie,anderson5100wrr
arizona4000,46.67,Arizona,4000,ARI,SEA,,,6.18,13.3,-0.9,-0.2,1.5,1.1,6.38,9,0.97,0,0,1,0,0.45,-1.4,0,25.5,23.5,-2.3,-2,49,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07,6.03,0,0,0,0,0,0,0,0,0,0,0,0,12.2,600,0,0,100,0.8,0,50,7.1,1.3,-2000,0,0,87,0.45,0.08,24,D,11/2/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.5,0.5483,0.5,0.0121,0.0518,7.41,11,6.25,3.85,0.2139,arizona,arizona,a,arizona4000,82608-12546,D,a,Arizona Cardinals,cardinals,7.875,8,4000,SEA@ARI,ARI,SEA,,,,,,DEF,Cardinals,Cardinals,arizona,arizona4000
atlanta3100,86.99,Atlanta,3100,ATL,LAC,,,5.26,11.7,-1.2,1.78,1.7,2.1,3.48,-5,0.34,0,0,1,0,0.97,3,0,23.3,26.3,3.3,3,49.5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42,3.03,0,0,0,0,0,0,0,0,0,0,0,0,4,100,0,0,50,0.5,0.5,40,5.5,1.1,-2900,0,0,76,0.57,0.23,21,D,11/2/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1.6,0.5401,0.5349,0.0137,0.0484,7.48,12.22,5.88,3.57,0.2136,atlanta,atlanta,a,atlanta3100,82608-12525,D,a,Atlanta Falcons,falcons,5.75,8,3100,LAC@ATL,ATL,LAC,,,,,,DEF,Falcons,Falcons,atlanta,atlanta3100
bandy4600wrm,60.73,Michael Bandy,4600,LAC,@ATL,,,5.22,7.7,2.8,-1.4,1.1,0.8,6.62,1,0.82,0,0,0,0,0.65,1.6,18,26.3,23.3,-1.2,-3,49.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,-100,0.34,0.05,0,0,0.33,30,90,0,-1400,3.6,0.5,15,0.1,0.1,20,WR,11/2/2022,0,0,0,0,2,1,12,6,12,0,0,0,0,0.057,0,0.044,14,8.8,0,0,0,0,0,0,0,0,0,0,bandy,michael bandy,m,bandy4600wrm,82608-154661,WR,m,Michael Bandy,bandy,2.26666673,3,4600,LAC@ATL,LAC,ATL,,,,,,WR/FLEX,ryland,ryland,michael,bandy4600wrm
benjamin6600rbe,72.57,Eno Benjamin,6600,ARI,SEA,,,8.66,11.5,5.8,-2.01,1.3,1.3,10.67,3,0.9,0,0,1,0,0.31,0.1,25,25.5,23.5,-2.3,-2,49,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,4.1,0.2,0.48,1.29,0.41,0.18,0,0,0,14,1200,0.89,0.27,80,0.6,0.2,50,6.7,0.1,600,0.74,0.27,47,0.3,0.39,23,RB,11/2/2022,0.176,0.228,0.361,6,2,1,14,8,7.3,0,0,0.125,0.625,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,benjamin,eno benjamin,e,benjamin6600rbe,82608-85762,RB,e,Eno Benjamin,benjamin,8.887499809,8,6600,SEA@ARI,ARI,SEA,,,,,,RB/FLEX,ryland,ryland,eno,benjamin6600rbe
berrios4900wrb,53.53,Braxton Berrios,4900,NYJ,BUF,,,4.76,6.6,2.9,-2.54,1,0.7,7.3,0,0.8,0,0,0,0,0.56,-4.7,24,17.3,28.8,-3,11.5,46,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0.41,0.24,72,0.72,0.04,7.6,300,2.75,0.33,75,0.5,0,40,70,-0.3,-1100,1.4,0.29,75,0.35,0.05,20,WR,11/2/2022,0,0,0,0,3,2,20,8,8.6,0.1,0,0.125,0,0.098,0.067,0.088,4.7,5.7,0,0,0,0,0,0,0,0,0,0,berrios,braxton berrios,b,berrios4900wrb,82608-52495,WR,b,Braxton Berrios,berrios,4.510000229,8,4900,BUF@NYJ,NYJ,BUF,,,,,,WR/FLEX,ryland,ryland,braxton,berrios4900wrb
bourne5000wrk,58.85,Kendrick Bourne,5000,NE,IND,,,6.08,8.9,3.3,-1.45,1.2,0.4,7.53,15,0.97,0,0,1,0,0.24,-2.7,28,22.8,17.3,2.3,-5.5,40,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.18,0.18,70,0.76,0,1.4,-200,1.02,0.05,0,0,0.5,40,7.1,-1,-1000,1.84,0.26,54,0.16,0.29,24,WR,11/2/2022,0,0,0,0,3,2,35,21,14.2,0.2,0,0.375,0,0.113,0.143,0.159,21.5,11.8,0,0,0,0,0,0,0,0,0,0,bourne,kendrick bourne,k,bourne5000wrk,82608-80289,WR,k,Kendrick Bourne,bourne,3.214285714,7,5000,IND@NE,NE,IND,,,,,,WR/FLEX,ryland,ryland,kendrick,bourne5000wrk
boyd6900wrt,64.58,Tyler Boyd,6900,CIN,CAR,,,11.05,15.2,6.9,-0.81,1.6,8.3,11.86,7,0.92,0,0,1,0,0.75,-2.9,55,25,17.5,-0.5,-7.5,42.5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.35,0.24,70,0.5,0,12.8,1000,2.13,0.24,100,0.25,0,40,9.5,-0.2,900,1.29,0.17,72,0.24,0.12,25,WR,11/2/2022,0,0,0,0,5,3,57,30,14.9,0.4,0,0.5,0,0.147,0.226,0.194,35.9,18.8,0,0,0,0,0,0,0,0,0,0,boyd,tyler boyd,t,boyd6900wrt,82608-40669,WR,t,Tyler Boyd,boyd,11.52750015,8,6900,CAR@CIN,CIN,CAR,,,,,,WR/FLEX,ryland,ryland,tyler,boyd6900wrt
brady6900qbt,64.51,Tom Brady,6900,TB,LA,,,18.18,28.9,7.4,-0.42,2.6,7.3,18.6,-3,0.45,0,0,1,0,0.76,-5.5,67,22.8,19.8,0.5,-3,42.5,59,28,42,290,66,6.9,6.69,1.6,38,155.8,318.4,11.2,33.7,15.2,3.8,1.2,3.2,1,2,2,1.4,0.1,0.308,7.59,3.53,1.76,80,0.73,0.1,15.9,-900,0.32,0.22,100,0.2,0,50,16.7,-2.8,900,0.37,0.25,80,0.32,0.12,25,QB,11/2/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,brady,tom brady,t,brady6900qbt,82608-6498,QB,t,Tom Brady,brady,15.39750004,8,6900,LAR@TB,TB,LAR,,,,,,QB,ryland,ryland,tom,brady6900qbt
brown4900rbs,53.49,Spencer Brown,4900,CAR,@CIN,,,2.94,4,1.9,-3.49,0.6,0,6.43,0,0.5,0,0,1,0,0.2,-1.1,18,17.5,25,-1,7.5,42.5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,4.5,0,0.5,0.25,0.25,0.13,70,0.5,0,2.7,400,0.39,0.15,50,0,0,20,50,0,-1100,0.71,0.28,33,0,0.16,60,RB,11/2/2022,0,0.16,0.225,6,1,0,0,0,0,0,0,0,0.5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,brown,spencer brown,s,brown4900rbs,82608-89785,RB,s,Spencer Brown,brown,2.700000048,1,4900,CAR@CIN,CAR,CIN,,,,,,RB/FLEX,ryland,ryland,spencer,brown4900rbs
brown5200rbm,52.3,Malcolm Brown,5200,LA,@TB,,,2.88,3.9,1.8,-4.3,0.6,0.1,7.18,4,0.92,0,0,0,0,0.12,-1.8,9,19.8,22.8,-1,3,42.5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2.1,0,0.25,0.2,0.2,0.2,80,0.73,0.1,2.2,700,0.46,0.18,33,0,0.33,30,2.2,-0.5,-800,0.61,0.24,5,0,0.05,17,RB,11/2/2022,0,0.095,0.149,3,0,0,3,3,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,brown,malcolm brown,m,brown5200rbm,82608-32234,RB,m,Malcolm Brown,brown,2.150000095,2,5200,LAR@TB,LAR,TB,,,,,,RB/FLEX,ryland,ryland,malcolm,brown5200rbm
brown5200wre,33.67,E. St. Brown,5200,CHI,MIA,,,2.34,3.6,1.1,-5.64,0.5,0.4,7.98,-14,0.47,0,0,0,0,0.56,-1.7,33,20.5,25,1,4.5,45.5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,60,0.54,0,2.9,0,0.88,0.08,25,0,0.5,40,3.1,-2.6,-800,1.18,0.09,38,0.09,0.33,21,WR,11/2/2022,0,0,0,0,2,1,16,11,14.7,0.1,0,0.2,0,0.084,0.038,0.078,13.5,12.7,0,0,0,0,0,0,0,0,0,0,brown,e. st. brown,e,brown5200wre,82608-64841,WR,e,Equanimeous St. Brown,brown,4.037499905,8,5200,MIA@CHI,CHI,MIA,,,,,,WR/FLEX,ryland,ryland,equanimeous,brown5200wre
brown7100wra,82.82,Amon-Ra St. Brown,7100,DET,GB,,,14.14,19,9.3,1.82,2,16.9,12.32,-4,0.67,0,0,7,0,0.9,-2.8,47,23,26.5,1,3.5,49.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.31,0.25,0,0,0,5,-1100,0.89,0.17,33,0,0.66,30,14.6,3.7,1100,1.57,0.31,75,0.45,0.15,20,WR,11/2/2022,0,0,0,0,8,6,67,23,10.3,0.5,0,0.438,0,0.274,0.364,0.296,33.2,21.5,0,0,0,0,0,0,0,0,0,0,brown,amon-ra st. brown,a,brown7100wra,82608-86997,WR,a,Amon-Ra St. Brown,brown,12.78333282,6,7100,GB@DET,DET,GB,,,,,,WR/FLEX,ryland,ryland,amonra,brown7100wra
buffalo5000,29.35,Buffalo,5000,BUF,@NYJ,,,8.1,16.3,-0.1,-1.49,1.6,17.4,9.59,0,0.69,0,0,2,0,0.77,-3.1,0,28.8,17.3,1.5,-11.5,46,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63,8.99,0,0,0,0,0,0,0,0,0,72,0.72,0.04,8.3,0,0,0,100,0.66,0,30,10.1,20,-1000,0,0,79,0.65,0.17,29,D,11/2/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.8,0.4379,0.4856,0.0195,0.0329,6.21,8.75,4.57,2.92,0.1786,buffalo,buffalo,b,buffalo5000,82608-12526,D,b,Buffalo Bills,bills,10.71428571,7,5000,BUF@NYJ,BUF,NYJ,,,,,,DEF,Bills,Bills,buffalo,buffalo5000
burrow8500qbj,58.05,Joe Burrow,8500,CIN,CAR,,,19.6,30.7,8.5,-2.14,2.3,4.2,21.74,4,0.94,0,0,1,0,0.35,-3.1,67,25,17.5,-0.5,-7.5,42.5,43,25,36,295,70,8.2,6.95,1.9,42,150.8,289.3,11.9,38,11.4,5.3,1.9,9.5,3,8,12,4,0.3,0.5,5.53,2.53,1.47,70,0.5,0,26.1,700,0.6,0.44,100,0.75,0,40,20.8,0.6,2500,0.48,0.31,80,0.48,0.04,25,QB,11/2/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,burrow,joe burrow,j,burrow8500qbj,82608-63336,QB,j,Joe Burrow,burrow,23.29500008,8,8500,CAR@CIN,CIN,CAR,,,,,,QB,ryland,ryland,joe,burrow8500qbj
byrd5400wrd,34.74,Damiere Byrd,5400,ATL,LAC,,,3.12,4.7,1.5,-5.32,0.6,0.6,8.44,-8,0.58,0,0,2,0,0.06,-1.9,36,23.3,26.3,3.3,3,49.5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.06,0.06,0,0,0,14.1,800,7.05,0.71,50,0.5,0,40,7.1,-0.6,-600,2.35,0.2,47,0.26,0.1,19,WR,11/2/2022,0,0,0,0,3,1,31,20,17,0.2,0,0,0,0.101,0.158,0.14,22.8,15.6,0,0,0,0,0,0,0,0,0,0,byrd,damiere byrd,d,byrd5400wrd,82608-30678,WR,d,Damiere Byrd,byrd,7.050000191,4,5400,LAC@ATL,ATL,LAC,,,,,,WR/FLEX,ryland,ryland,damiere,byrd5400wrd
campbell5400wrp,51.02,Parris Campbell,5400,IND,@NE,,,5.28,7.5,3.1,-3.16,1,0.9,8.44,-3,0.7,0,0,0,0,0.63,-2.3,54,17.3,22.8,-3.2,5.5,40,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.13,70,0.76,0,13.8,300,1.9,0.21,100,0.66,0,30,7.7,0,-600,1.56,0.14,33,0.14,0.04,21,WR,11/2/2022,0,0,0,0,4,3,31,13,9.4,0.2,0,0.5,0,0.128,0.2,0.118,12.7,15.2,0,0,0,0,0,0,0,0,0,0,campbell,parris campbell,p,campbell5400wrp,82608-56262,WR,p,Parris Campbell,campbell,7.25,8,5400,IND@NE,IND,NE,,,,,,WR/FLEX,ryland,ryland,parris,campbell5400wrp
carolina3300,83.1,Carolina,3300,CAR,@CIN,,,6.36,13.2,-0.5,2.23,1.9,8.8,4.13,-4,0.39,0,0,2,0,0.54,0.1,0,17.5,25,-1,7.5,42.5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,5.73,0,0,0,0,0,0,0,0,0,70,0.5,0,7.3,-300,0,0,100,0.75,0,40,6.2,-0.6,-2700,0,0,85,0.42,0.14,21,D,11/2/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.9,0.4917,0.4559,0.0085,0.0423,7.08,9.76,4.38,3.23,0.2169,carolina,carolina,c,carolina3300,82608-12553,D,c,Carolina Panthers,panthers,7.125,8,3300,CAR@CIN,CAR,CIN,,,,,,DEF,Panthers,Panthers,carolina,carolina3300
carr6800qbd,62.88,Derek Carr,6800,LV,@JAX,,,17.42,26.6,8.2,-0.98,2.6,4.2,18.4,-3,0.45,0,0,1,0,0.54,-3.3,63,25,22.5,0,-2.5,47.5,62,23,35,244,66,7,5.89,1.2,33,125.4,304,16.1,42.9,16.9,3.4,2.3,5.9,1,5,8,4.2,0,0.486,5.72,2.56,1.11,76,0.88,0.12,11.5,-300,0.37,0.21,66,0.33,0.33,30,14.3,-4.5,800,0.36,0.23,85,0.38,0.04,21,QB,11/2/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,carr,derek carr,d,carr6800qbd,82608-45859,QB,d,Derek Carr,carr,14.64857156,7,6800,LV@JAC,LV,JAC,,,,,,QB,ryland,ryland,derek,carr6800qbd
carter5500wrd,72.76,DeAndre Carter,5500,LAC,@ATL,,,8.99,12.6,5.4,0.32,1.6,4.3,8.67,5,0.9,0,0,1,0,0.63,1.6,41,26.3,23.3,-1.2,-3,49.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.11,0.06,0,0,0,3.4,400,0.74,0.06,33,0,0.66,30,4.3,-2.9,-500,1.12,0.11,32,0.12,0.4,25,WR,11/2/2022,0,0,0,0,3,2,24,13,11.3,0.2,0,0.286,0,0.097,0.136,0.1,17.7,12.4,0,0,0,0,0,0,0,0,0,0,carter,deandre carter,d,carter5500wrd,82608-62628,WR,d,DeAndre Carter,carter,5.128571647,7,5500,LAC@ATL,LAC,ATL,Q,Illness,,,,WR/FLEX,ryland,ryland,deandre,carter5500wrd
carter6000rbm,69.12,Michael Carter,6000,NYJ,BUF,,,8.22,10.9,5.5,-0.95,1.4,3,9.17,-4,0.64,0,0,1,0,0.84,-3.7,32,17.3,28.8,-3,11.5,46,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,40,4.2,0.2,0.455,1.82,1,0.53,72,0.72,0.04,9.5,500,0.79,0.3,100,0.25,0,40,7.4,-0.4,0,0.57,0.23,63,0.21,0.21,19,RB,11/2/2022,0.2,0.351,0.518,9,3,2,17,10,7.5,0,0,0.115,0.423,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,carter,michael carter,m,carter6000rbm,82608-93539,RB,m,Michael Carter,carter,8.5,8,6000,BUF@NYJ,NYJ,BUF,,,,,,RB/FLEX,ryland,ryland,michael,carter6000rbm
chicago3000,83.51,Chicago,3000,CHI,MIA,,,6.26,13,-0.5,3.1,2.1,2.4,3.16,1,0.75,0,0,1,0,0.95,-1.3,0,20.5,25,1,4.5,45.5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,9.17,0,0,0,0,0,0,0,0,0,60,0.54,0,5,-300,0,0,75,0.5,0.25,40,6.3,0.3,-3000,0,0,85,0.5,0.15,20,D,11/2/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.4,0.4966,0.5078,0.0136,0.0459,7.14,8.8,4.93,30,0.2348,chicago,chicago,c,chicago3000,82608-12527,D,c,Chicago Bears,bears,5.875,8,3000,MIA@CHI,CHI,MIA,,,,,,DEF,Bears,Bears,chicago,chicago3000
cincinnati4400,61.27,Cincinnati,4400,CIN,CAR,,,7.7,15.8,-0.4,0.04,1.8,10,7.66,0,0.69,0,0,5,0,0.96,0.3,0,25,17.5,-0.5,-7.5,42.5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,6.25,0,0,0,0,0,0,0,0,0,70,0.5,0,4,600,0,0,100,0.25,0,40,6.3,1.2,-1600,0,0,84,0.52,0.16,25,D,11/2/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.2,0.4696,0.5147,0.0121,0.0379,7.15,7.47,4.71,3.7,0.2205,cincinnati,cincinnati,c,cincinnati4400,82608-12528,D,c,Cincinnati Bengals,bengals,5.75,8,4400,CAR@CIN,CIN,CAR,,,,,,DEF,Bengals,Bengals,cincinnati,cincinnati4400
claypool5900wrc,34.6,Chase Claypool,5900,CHI,MIA,,,4.11,5.9,2.3,-5.47,0.7,0.8,9.58,-8,0.58,0,0,0,0,0.65,-1.7,56,20.5,25,1,4.5,45.5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0.67,0.39,60,0.54,0,11.1,300,1.27,0.18,100,0.25,0,40,7.8,-1.5,-100,0.93,0.14,66,0.14,0.11,27,WR,11/2/2022,0,0,0,0,6,3,45,20,11.8,0.1,0,0.154,0,0.173,0.1,0.204,31.2,24.7,0,0,0,0,0,0,0,0,0,0,claypool,chase claypool,c,claypool5900wrc,82608-73111,WR,c,Chase Claypool,claypool,7.829999924,8,5900,MIA@CHI,CHI,MIA,,,,,,WR/FLEX,ryland,ryland,chase,claypool5900wrc
