,rating,name,salary,team,opp,time, ,proj,ceil,floor,proj+-,pts/sal,proj_own,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,CAY,IAY,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,rec_TAY,rec_TAY%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,City Name,City Name2,City Name3,RylandID
cook8700rbd,80.75,Dalvin Cook,8700,MIN,@DET,1,,15.79,20.3,11.3,-0.12,1.8,11.2,15.91,9,0.97,1,5.3,7,0,0.06,-1.4,47,24.8,26.8,-1.7,2,51.5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,73,4.4,0.5,0.458,2.63,1.25,0.75,0,0,0,11.9,1200,0.59,0.22,60,0.4,0.4,50,10.1,-3.3,2700,0.51,0.21,33,0.14,0.55,27,RB,12/7/2022,0.5,0.747,0.722,16,3,2,10,7,4.8,0.1,0,0.147,0.382,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,cook,dalvin cook,d,cook8700rbd,84373-54140,RB,d,Dalvin Cook,cook,14.03333282,12,8700,MIN@DET,MIN,DET,,,,,,RB/FLEX,ryland,ryland,dalvin,cook8700rbd
cooper7300wra,63.28,Amari Cooper,7300,CLE,@CIN,1,,11.4,15.7,7.1,-1.37,1.6,6.3,12.77,13,0.96,1,2.1,5,0,0.67,-2.2,59,20.5,26,-1.8,5.5,46.5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0.53,0.24,46,0.74,0,15.6,-500,1.74,0.26,60,0.4,0.4,50,13.6,2.2,1300,1.48,0.23,64,0.4,0.28,25,WR,12/7/2022,0,0,0,0,8,4,63,23,12.9,0.6,0,0.391,0,0.251,0.385,0.26,51.5,35.4,0,0,0,0,0,0,0,0,0,0,cooper,amari cooper,a,cooper7300wra,84373-31001,WR,a,Amari Cooper,cooper,12.89166641,12,7300,CLE@CIN,CLE,CIN,Q,Hip,,,,WR/FLEX,ryland,ryland,amari,cooper7300wra
cousins7500qbk,62.46,Kirk Cousins,7500,MIN,@DET,1,,18.46,29.2,7.7,-1.32,2.5,10.4,19.78,-3,0.44,1,5.6,1,0,0.51,0.2,64,24.8,26.8,-1.7,2,51.5,51,22,35,239,64,6.7,5.85,1.6,35,145.6,295.1,5.8,17.4,5.4,4.6,2,7.2,2,4,5,2.6,0.1,0.375,6.44,3.38,1.31,0,0,0,11.3,200,0.27,0.17,80,0.6,0.2,50,14.6,-4,1500,0.36,0.23,80,0.32,0.08,25,QB,12/7/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,cousins,kirk cousins,k,cousins7500qbk,84373-22038,QB,k,Kirk Cousins,cousins,16.50999959,12,7500,MIN@DET,MIN,DET,,,,,,QB,ryland,ryland,kirk,cousins7500qbk
dallas5200,37.31,Dallas,5200,DAL,HOU,1,,8.32,16.9,-0.3,-1.92,1.6,20.1,10.24,0,0.68,0,0,3,0,0.18,1.9,0,30.8,13.3,2.8,-17.5,44,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05,11.31,0,0,0,0,0,0,0,0,0,0,0,0,10.8,200,0,0,75,0.5,0.25,40,11.3,2.9,-800,0,0,85,0.57,0.14,21,D,12/7/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,30,0.4255,0.5053,0.0167,0.0311,6.28,6.94,3.2,20,0.2072,dallas,dallas,d,dallas5200,84373-12530,D,d,Dallas Cowboys,cowboys,11.41666667,12,5200,HOU@DAL,DAL,HOU,,,,,,DEF,Cowboys,Cowboys,dallas,dallas5200
darnold6600qbs,46.5,Sam Darnold,6600,CAR,@SEA,4,,12.5,20.6,4.4,-5.51,1.9,2.3,18.01,-6,0.27,1,0.6,0,0,0.51,-6.8,60,20.3,24.3,-1,4,44.5,42,18,29,176,60,5.9,4.69,0.8,39,67.5,196.3,21,43.7,10.9,2.8,1.7,10.2,3,6,10,2.9,0.3,0.429,1.12,0.53,0.29,43,0.86,0.16,16.9,200,0.77,0.26,33,0.33,0,30,9.5,-1.2,600,0.26,0.16,21,0.08,0.04,23,QB,12/7/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,darnold,sam darnold,s,darnold6600qbs,84373-63589,QB,s,Sam Darnold,darnold,16.86000061,1,6600,CAR@SEA,CAR,SEA,,,,,,QB,ryland,ryland,sam,darnold6600qbs
davis5700wrc,54.64,Corey Davis,5700,NYJ,@BUF,1,,6.65,9.7,3.6,-2.47,1.2,3.4,9.12,2,0.84,0,0,0,0,0.57,0.5,49,16.5,26.5,-0.5,10,43,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.18,0.06,35,0.98,0.57,6.2,200,0.95,0.11,25,0.25,0.25,40,8.6,0.1,-300,1.68,0.17,38,0.23,0.09,21,WR,12/7/2022,0,0,0,0,5,2,49,25,17.8,0.2,0,0.125,0,0.141,0.2,0.194,39.7,24.6,0,0,0,0,0,0,0,0,0,0,davis,corey davis,c,davis5700wrc,84373-45439,WR,c,Corey Davis,davis,7.666666667,9,5700,NYJ@BUF,NYJ,BUF,,,,,,WR/FLEX,ryland,ryland,corey,davis5700wrc
davis6200wrg,64.15,Gabe Davis,6200,BUF,NYJ,1,,9.06,12.9,5.2,-1.2,1.5,13.8,10.26,-14,0.45,0.75,4.2,3,0,0.71,-3.1,64,26.5,16.5,-0.5,-10,43,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.53,0.35,35,0.98,0.57,9.4,-300,1.34,0.15,42,0.28,0.42,70,12.4,1.8,200,1.9,0.19,40,0.28,0.21,32,WR,12/7/2022,0,0,0,0,6,3,58,28,17.1,0.6,0,0.294,0,0.18,0.321,0.219,47.9,30.7,0,0,0,0,0,0,0,0,0,0,davis,gabe davis,g,davis6200wrg,84373-94534,WR,g,Gabe Davis,davis,10.90909091,11,6200,NYJ@BUF,BUF,NYJ,,,,,,WR/FLEX,ryland,ryland,gabe,davis6200wrg
denver3200,74.8,Denver,3200,DEN,KC,4,,6.06,12.9,-0.8,2.25,1.9,1.5,3.81,0,0.68,0,0,1,0,0.57,-3.5,0,17.3,26.8,-0.7,9.5,44,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,6.62,0,0,0,0,0,0,0,0,0,44,0.31,0.1,4.8,-1500,0,0,100,0.25,0,40,6.6,-0.2,-2800,0,0,91,0.47,0.08,23,D,12/7/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.2,0.4582,0.5053,0.0096,0.0239,6.13,8.35,4.27,2.7,0.1127,denver,denver,d,denver3200,84373-12531,D,d,Denver Broncos,broncos,6.583333333,12,3200,KC@DEN,DEN,KC,,,,,,DEF,Broncos,Broncos,denver,denver3200
detroit3100,83.56,Detroit,3100,DET,MIN,1,,6.06,13.1,-0.9,2.58,2,3.6,3.48,-4,0.39,0,0,3,0,0.98,-0.8,0,26.8,24.8,2.3,-2,51.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,5.89,0,0,0,0,0,0,0,0,0,0,0,0,6.8,-400,0,0,100,1,0,50,4.7,0.2,-2900,0,0,72,0.5,0.18,22,D,12/7/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.2,0.5303,0.5592,0.0113,0.0515,7.61,11.24,5.81,3.8,0.2304,detroit,detroit,d,detroit3100,84373-12532,D,d,Detroit Lions,lions,5,12,3100,MIN@DET,DET,MIN,,,,,,DEF,Lions,Lions,detroit,detroit3100
diggs8500wrs,69.49,Stefon Diggs,8500,BUF,NYJ,1,,14.98,20.6,9.4,-0.53,1.8,13.7,15.51,5,0.89,1,3.7,8,0,0.94,-3.1,56,26.5,16.5,-0.5,-10,43,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,1,0.59,35,0.98,0.57,16.7,-600,1.49,0.3,85,0.14,0.14,70,21,6.2,2500,1.95,0.37,68,0.4,0.25,32,WR,12/7/2022,0,0,0,0,10,7,89,29,12.4,0.8,0,0.286,0,0.293,0.371,0.331,66.6,37.7,0,0,0,0,0,0,0,0,0,0,diggs,stefon diggs,s,diggs8500wrs,84373-25079,WR,s,Stefon Diggs,diggs,18.80833308,12,8500,NYJ@BUF,BUF,NYJ,,,,,,WR/FLEX,ryland,ryland,stefon,diggs8500wrs
dissly4600tew,70.93,Will Dissly,4600,SEA,CAR,4,,3.81,5.2,2.4,-1.49,0.8,0.7,5.3,1,0.88,0,0,1,0,0.11,0.5,38,24.3,20.3,2,-4,44.5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.11,0,43,0.86,0.16,3.2,-100,1.39,0.09,100,0,0,30,4.8,-0.2,-1400,1.92,0.13,57,0.23,0.23,21,TE,12/7/2022,0,0,0,0,2,2,23,14,10.2,0.2,0,0.333,0,0.082,0.107,0.09,10.9,4.7,0,0,0,0,0,0,0,0,0,0,dissly,will dissly,w,dissly4600tew,84373-56708,TE,w,Will Dissly,dissly,5.225000064,12,4600,CAR@SEA,SEA,CAR,Q,Calf,,,,TE/FLEX,ryland,ryland,will,dissly4600tew
dobbins6000rbj,60.45,J.K. Dobbins,6000,BAL,@PIT,1,,5.89,7.8,3.9,-3.28,1,0,9.17,0,0.5,0,0,0,0,0.01,-1.4,25,17.5,19.5,-4,2,37,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,3.5,0.3,0.543,0.47,0.35,0.24,41,0.81,0.11,0,0,0,0,0,0,0,40,7.8,-0.4,0,0.76,0.31,9,0.04,0.09,22,RB,12/7/2022,0.333,0.172,0.406,8,1,1,9,7,6.5,0.3,0,0.143,0.714,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,dobbins,j.k. dobbins,j,dobbins6000rbj,84373-87787,RB,j,J.K. Dobbins,dobbins,7.800000191,4,6000,BAL@PIT,BAL,PIT,,,,,,RB/FLEX,ryland,ryland,j.k.,dobbins6000rbj
dorsett4900wrp,56.93,Phillip Dorsett,4900,HOU,@DAL,1,,5.45,8.1,2.8,-1.85,1.1,7.5,7.3,-26,0.28,0,0,1,0,0.06,-3.5,25,13.3,30.8,-6.7,17.5,44,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,2.3,-300,0.93,0.08,20,0,0.4,50,4.5,-1,-1100,1.56,0.18,43,0.08,0.17,23,WR,12/7/2022,0,0,0,0,2,1,20,13,15.9,0.1,0,0,0,0.084,0.056,0.09,18.2,17,0,0,0,0,0,0,0,0,0,0,dorsett,phillip dorsett,p,dorsett4900wrp,84373-25813,WR,p,Phillip Dorsett II,dorsett,3,10,4900,HOU@DAL,HOU,DAL,,,,,,WR/FLEX,ryland,ryland,phillip,dorsett4900wrp
dulcich5400teg,85.89,Greg Dulcich,5400,DEN,KC,4,,7.94,10.7,5.2,0.77,1.5,18.4,7.17,-4,0.62,1,10,6,0,0.07,6.2,50,17.3,26.8,-0.7,9.5,44,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0,44,0.31,0.1,5,-500,1.01,0.1,60,0.4,0.4,50,6.9,1.1,-600,1.31,0.14,35,0.29,0.11,17,TE,12/7/2022,0,0,0,0,5,3,45,22,12.8,0.1,0,0,0,0.17,0.25,0.206,29.9,18.4,0,0,0,0,0,0,0,0,0,0,dulcich,greg dulcich,g,dulcich5400teg,84373-91931,TE,g,Greg Dulcich,dulcich,7.200000218,7,5400,KC@DEN,DEN,KC,,,,,,TE/FLEX,ryland,ryland,greg,dulcich5400teg
duvernay5600wrd,55.57,Devin Duvernay,5600,BAL,@PIT,1,,6.22,8.8,3.6,-2.68,1.1,1.8,8.9,7,0.92,1,0.5,1,0,0.65,-1.5,41,17.5,19.5,-4,2,37,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0.41,0.24,41,0.81,0.11,3.8,-400,0.67,0.06,75,0.25,0.25,40,6.3,-1.9,-400,1.41,0.15,52,0.24,0.32,25,WR,12/7/2022,0,0,0,0,3,2,26,14,10.1,0.2,0,0.182,0,0.116,0.15,0.13,17.6,11.6,0,0,0,0,0,0,0,0,0,0,duvernay,devin duvernay,d,duvernay5600wrd,84373-71032,WR,d,Devin Duvernay,duvernay,7.808333079,12,5600,BAL@PIT,BAL,PIT,,,,,,WR/FLEX,ryland,ryland,devin,duvernay5600wrd
edwards6200rbg,54.59,Gus Edwards,6200,BAL,@PIT,1,,4.85,6.3,3.4,-4.82,0.8,2.5,9.67,-8,0.5,0,0.7,1,0,0.15,-1.4,23,17.5,19.5,-4,2,37,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,48,4,0.8,0.592,0.59,0.29,0.12,41,0.81,0.11,5.2,-600,0.45,0.2,25,0,0.25,40,8.4,-0.2,200,0.66,0.37,17,0.04,0.04,23,RB,12/7/2022,0.6,0.297,0.324,12,0,0,0,0,0,0,0,0.3,0.6,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,edwards,gus edwards,g,edwards6200rbg,84373-40167,RB,g,Gus Edwards,edwards,8.875,4,6200,BAL@PIT,BAL,PIT,,,,,,RB/FLEX,ryland,ryland,gus,edwards6200rbg
elliott8000rbe,78.46,Ezekiel Elliott,8000,DAL,HOU,1,,12.03,15.5,8.5,-2.13,1.5,10.3,14.16,3,0.89,1,8.7,8,0,0.01,12.3,39,30.8,13.3,2.8,-17.5,44,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,59,4,0.7,0.529,2.18,0.94,0.71,0,0,0,16.8,1000,0.95,0.52,80,0.2,0,50,11.6,0.9,2000,0.7,0.3,59,0.22,0.18,22,RB,12/7/2022,0.556,0.454,0.598,14,1,1,7,6,6.2,0.1,0,0.357,0.607,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,elliott,ezekiel elliott,e,elliott8000rbe,84373-38791,RB,e,Ezekiel Elliott,elliott,12.43000031,10,8000,HOU@DAL,DAL,HOU,,,,,,RB/FLEX,ryland,ryland,ezekiel,elliott8000rbe
engram5100tee,68.41,Evan Engram,5100,JAX,@TEN,1,,6.48,8.9,4.1,0.01,1.3,4.8,6.47,3,0.93,1,1.7,2,0,0.18,-3.9,50,18.8,22.3,0.5,3.5,41,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.24,0.06,53,0.85,0.04,5.1,200,1.28,0.1,66,0.33,0.33,30,5.4,-0.7,-900,1.14,0.11,60,0.25,0.35,20,TE,12/7/2022,0,0,0,0,4,3,27,12,8.7,0.2,0,0.286,0,0.144,0.143,0.133,14.7,14,0,0,0,0,0,0,0,0,0,0,engram,evan engram,e,engram5100tee,84373-41872,TE,e,Evan Engram,engram,6.133333206,12,5100,JAC@TEN,JAC,TEN,,,,,,TE/FLEX,ryland,ryland,evan,engram5100tee
etienne7400rbt,77.82,T. Etienne Jr.,7400,JAX,@TEN,1,,12.81,16.6,9,0.14,1.7,14.1,12.67,1,0.83,0.75,2.7,3,0,0.15,-4.7,38,18.8,22.3,0.5,3.5,41,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,65,5.4,0.3,0.534,2,0.88,0.53,53,0.85,0.04,5.1,-600,0.47,0.15,0,0,1,30,9.8,0.2,1400,0.66,0.26,45,0.2,0.3,20,RB,12/7/2022,0.364,0.511,0.58,12,2,2,17,12,8.6,0,0,0.138,0.69,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,etienne,t. etienne jr.,t,etienne7400rbt,84373-89956,RB,t,Travis Etienne Jr.,etienne,11.17500051,12,7400,JAC@TEN,JAC,TEN,,,,,,RB/FLEX,ryland,ryland,travis,etienne7400rbt
evans7000wrm,56.73,Mike Evans,7000,TB,@SF,4,,9.43,13.5,5.3,-2.66,1.3,5,12.09,13,0.96,0.67,1.6,3,0,0.77,0.5,56,17,20.5,-3.8,3.5,37.5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0.41,0.29,51,0.73,0.62,7,-600,1.1,0.11,0,0,1,40,12.7,-0.8,1000,1.73,0.23,44,0.2,0.36,25,WR,12/7/2022,0,0,0,0,7,4,66,28,13.9,0.5,0,0.467,0,0.169,0.304,0.229,54.9,30.7,0,0,0,0,0,0,0,0,0,0,evans,mike evans,m,evans7000wrm,84373-32384,WR,m,Mike Evans,evans,11.05454532,11,7000,TB@SF,TB,SF,,,,,,WR/FLEX,ryland,ryland,mike,evans7000wrm
fant5200ten,64.4,Noah Fant,5200,SEA,CAR,4,,5.9,8,3.8,-0.8,1.1,3,6.7,2,0.91,0,0.8,3,0,0.04,0.5,42,24.3,20.3,2,-4,44.5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.35,0.18,43,0.86,0.16,7.3,200,1.83,0.2,100,0.33,0,30,5.9,-0.4,-800,1.44,0.14,66,0.28,0.28,21,TE,12/7/2022,0,0,0,0,4,3,36,20,11.2,0.2,0,0.3,0,0.135,0.115,0.153,19.5,10.4,0,0,0,0,0,0,0,0,0,0,fant,noah fant,n,fant5200ten,84373-71705,TE,n,Noah Fant,fant,5.724999746,12,5200,CAR@SEA,SEA,CAR,,,,,,TE/FLEX,ryland,ryland,noah,fant5200ten
ferguson4500tej,48.69,Jake Ferguson,4500,DAL,HOU,1,,2.06,3,1.2,-3.01,0.5,0.1,5.07,-6,0.54,0,0,0,0,0.28,-3.4,30,30.8,13.3,2.8,-17.5,44,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.17,0.08,0,0,0,3.3,100,1.87,0.1,60,0.4,0.2,50,3.7,0.3,-1500,2.35,0.12,37,0.25,0.25,16,TE,12/7/2022,0,0,0,0,1,1,11,7,8.7,0.2,0,0.667,0,0.052,0.111,0.053,7.3,2.6,0,0,0,0,0,0,0,0,0,0,ferguson,jake ferguson,j,ferguson4500tej,84373-89680,TE,j,Jake Ferguson,ferguson,4.237500191,8,4500,HOU@DAL,DAL,HOU,,,,,,TE/FLEX,ryland,ryland,jake,ferguson4500tej
foreman6900rbd,77.36,D'Onta Foreman,6900,CAR,@SEA,4,,11.31,14.6,8,-0.11,1.6,6.6,11.42,4,0.91,1,6,1,0,0.05,-2,22,20.3,24.3,-1,4,44.5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,55,4.3,0.4,0.479,2.24,0.71,0.35,43,0.86,0.16,5.4,-200,0.3,0.19,66,0.33,0.33,30,8.6,1.5,900,0.63,0.39,60,0.34,0.34,23,RB,12/7/2022,0.412,0.443,0.37,12,0,0,4,4,9.1,0,0,0.171,0.543,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,foreman,d'onta foreman,d,foreman6900rbd,84373-55830,RB,d,D'Onta Foreman,foreman,7.890909368,11,6900,CAR@SEA,CAR,SEA,,,,,,RB/FLEX,ryland,ryland,d'onta,foreman6900rbd
fortson4500tej,62.28,Jody Fortson,4500,KC,@DEN,4,,2.42,3.5,1.4,-2.65,0.5,0.2,5.07,-4,0.62,0,0,0,0,0.07,-1.1,14,26.8,17.3,2.3,-9.5,44,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.24,0.12,44,0.31,0.1,3.2,0,1.83,0.25,60,0.4,0.4,50,5.1,-0.2,-1500,4.72,0.37,26,0.19,0.11,26,TE,12/7/2022,0,0,0,0,1,0,9,8,12,0.2,0,0.5,0,0.032,0.069,0.032,7.7,3,0,0,0,0,0,0,0,0,0,0,fortson,jody fortson,j,fortson4500tej,84373-104447,TE,j,Jody Fortson,fortson,3.162499905,8,4500,KC@DEN,KC,DEN,,,,,,TE/FLEX,ryland,ryland,jody,fortson4500tej
fournette6800rbl,60.3,Leonard Fournette,6800,TB,@SF,4,,7.3,9.8,4.8,-3.87,1.1,1.2,11.17,2,0.86,0,2,1,0,0.09,-4,47,17,20.5,-3.8,3.5,37.5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,50,3.8,0.3,0.486,2.06,1.24,0.88,51,0.73,0.62,11.2,100,0.66,0.32,75,0,0,40,12.8,0.6,800,0.65,0.27,52,0.12,0.24,25,RB,12/7/2022,0.667,0.634,0.661,13,5,4,30,12,6.7,0.2,0,0.13,0.478,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,fournette,leonard fournette,l,fournette6800rbl,84373-52922,RB,l,Leonard Fournette,fournette,13.20909119,11,6800,TB@SF,TB,SF,Q,Foot,,,,RB/FLEX,ryland,ryland,leonard,fournette6800rbl
freiermuth5800tep,70.2,Pat Freiermuth,5800,PIT,BAL,1,,8.05,10.9,5.2,-0.06,1.4,6.5,8.11,2,0.91,1,5,7,0,0.77,-0.7,45,19.5,17.5,0,-2,37,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.25,0.06,41,0.81,0.11,8.8,200,1.25,0.18,100,0.4,0,50,7.6,0.6,-200,1.2,0.17,80,0.24,0.08,25,TE,12/7/2022,0,0,0,0,6,4,47,19,10.9,0.1,0,0.083,0,0.177,0.111,0.229,30.1,16.5,0,0,0,0,0,0,0,0,0,0,freiermuth,pat freiermuth,p,freiermuth5800tep,84373-86244,TE,p,Pat Freiermuth,freiermuth,8.245454268,11,5800,BAL@PIT,PIT,BAL,,,,,,TE/FLEX,ryland,ryland,pat,freiermuth5800tep
gage5300wrr,33.49,Russell Gage,5300,TB,@SF,4,,2.4,3.5,1.3,-5.81,0.5,0.9,8.21,-9,0.55,0,0,0,0,0.24,0.5,43,17,20.5,-3.8,3.5,37.5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0.18,0.12,51,0.73,0.62,1.6,100,1.6,0.06,0,0,0.33,30,80,-1,-700,1.28,0.19,40,0.13,0.22,22,WR,12/7/2022,0,0,0,0,6,4,47,17,10.6,0.2,0,0.188,0,0.172,0.214,0.187,32.2,19.8,0,0,0,0,0,0,0,0,0,0,gage,russell gage,r,gage5300wrr,84373-52916,WR,r,Russell Gage,gage,5.650000095,8,5300,TB@SF,TB,SF,,,,,,WR/FLEX,ryland,ryland,russell,gage5300wrr
gainwell5300rbk,62.51,Kenneth Gainwell,5300,PHI,@NYG,1,,4.05,5.3,2.8,-3.38,0.8,0.2,7.43,2,0.86,0,0,5,0,0.89,1.3,17,26,19,3.5,-7,45,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,5.1,0.3,0.647,0.94,0.76,0.29,40,0.88,0.68,6.5,0,1.31,0.36,40,0.2,0.2,50,5.2,-1.8,-700,1.05,0.3,24,0.18,0.45,33,RB,12/7/2022,0.172,0.104,0.256,3,1,1,6,4,6.1,0,0,0.455,0.727,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,gainwell,kenneth gainwell,k,gainwell5300rbk,84373-90912,RB,k,Kenneth Gainwell,gainwell,4.85833327,12,5300,PHI@NYG,PHI,NYG,,,,,,RB/FLEX,ryland,ryland,kenneth,gainwell5300rbk
gallup6000wrm,66.12,Michael Gallup,6000,DAL,HOU,1,,9.14,12.7,5.5,-0.67,1.5,7.9,9.81,-7,0.59,0.83,3.2,2,0,0.6,-2.9,48,30.8,13.3,2.8,-17.5,44,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.29,0.12,0,0,0,8.4,300,1.29,0.15,100,0.4,0,50,7.5,-0.5,0,1.36,0.16,54,0.13,0.04,22,WR,12/7/2022,0,0,0,0,5,3,36,19,11.7,0.3,0,0.273,0,0.173,0.16,0.157,28.6,26.2,0,0,0,0,0,0,0,0,0,0,gallup,michael gallup,m,gallup6000wrm,84373-69956,WR,m,Michael Gallup,gallup,6.85555564,9,6000,HOU@DAL,DAL,HOU,,,,,,WR/FLEX,ryland,ryland,michael,gallup6000wrm
gentry4300tez,64.49,Zach Gentry,4300,PIT,BAL,1,,2.33,3.3,1.4,-2.27,0.5,0.1,4.6,-4,0.62,0,0,1,0,0.18,-0.7,36,19.5,17.5,0,-2,37,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.19,0.19,41,0.81,0.11,1.3,-100,0.83,0.03,60,0.2,0.2,50,2.5,-0.5,-1700,1.31,0.07,37,0.08,0.29,24,TE,12/7/2022,0,0,0,0,1,1,11,7,7.3,0,0,0,0,0.055,0,0.058,3.1,1.6,0,0,0,0,0,0,0,0,0,0,gentry,zach gentry,z,gentry4300tez,84373-64221,TE,z,Zach Gentry,gentry,1.839999962,10,4300,BAL@PIT,PIT,BAL,,,,,,TE/FLEX,ryland,ryland,zach,gentry4300tez
godwin7500wrc,57.25,Chris Godwin,7500,TB,@SF,4,,10.99,15,7,-2.24,1.5,2.3,13.23,28,0.99,1,4.2,3,0,0.73,0.5,56,17,20.5,-3.8,3.5,37.5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.59,0.18,51,0.73,0.62,14.9,1000,1.32,0.22,100,0.5,0,40,11.1,-0.6,1500,1.08,0.2,40,0.12,0.12,25,WR,12/7/2022,0,0,0,0,10,7,66,20,9.5,0.2,0,0.133,0,0.228,0.125,0.233,37,19,0,0,0,0,0,0,0,0,0,0,godwin,chris godwin,c,godwin7500wrc,84373-55635,WR,c,Chris Godwin,godwin,11.13000031,10,7500,TB@SF,TB,SF,,,,,,WR/FLEX,ryland,ryland,chris,godwin7500wrc
